timestamp,problem,best_distance,optimal_distance,gap_percent,improvement_percent,total_time_s,generations,population_size,mutation_prob,crossover_prob,elitism_percent,selection_method,mutation_method,crossover_method,initial_distance,convergence_gen
1767807325.2602365,ATT48,15497,10628,45.81294693263079,2.0971884727478027,2.0972166061401367,400,100,0.05,1.0,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807327.38631,ATT48,15731,10628,48.014678208505835,2.126038074493408,2.126068115234375,400,100,0.05,1.0,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807329.472334,ATT48,15991,10628,50.46104629281144,2.0859885215759277,2.086017370223999,400,100,0.05,1.0,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807331.55986,ATT48,19064,10628,79.37523522770041,2.0874948501586914,2.087521553039551,400,100,0.05,1.0,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807256.1762176,ATT48,16909,10628,59.09860745201355,2.087099552154541,2.087129592895508,400,100,0.05,1.0,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807258.3259623,ATT48,20851,10628,96.18931125329318,2.149709701538086,2.1497390270233154,400,100,0.05,1.0,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807260.4896698,ATT48,19716,10628,85.50997365449756,2.163672924041748,2.1637022495269775,400,100,0.05,1.0,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807262.6358209,ATT48,19185,10628,80.51373729770418,2.1461167335510254,2.1461451053619385,400,100,0.05,1.0,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807264.6681597,ATT48,17662,10628,66.18366578848325,2.032301425933838,2.0323331356048584,400,100,0.1,0.8,5,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807266.7050285,ATT48,18083,10628,70.14490026345503,2.036835193634033,2.036862850189209,400,100,0.1,0.8,5,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807268.7374785,ATT48,16881,10628,58.835152427549865,2.032416820526123,2.0324442386627197,400,100,0.1,0.8,5,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807270.7774267,ATT48,16068,10628,51.185547610086566,2.039914846420288,2.039942502975464,400,100,0.1,0.8,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807272.8083029,ATT48,15496,10628,45.803537824614224,2.03084135055542,2.030869960784912,400,100,0.1,0.8,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807274.8450928,ATT48,14238,10628,33.966879939781705,2.0367562770843506,2.0367839336395264,400,100,0.1,0.8,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807276.881897,ATT48,14615,10628,37.51411366202484,2.036768913269043,2.0367984771728516,400,100,0.1,0.8,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807278.9226363,ATT48,14640,10628,37.74934136243884,2.0407049655914307,2.040734052658081,400,100,0.1,0.8,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807280.966209,ATT48,17018,10628,60.12420022581859,2.043537139892578,2.043567657470703,400,100,0.1,0.8,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807283.054966,ATT48,25439,10628,139.3582988332706,2.0887231826782227,2.0887515544891357,400,100,0.1,0.8,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807285.1370435,ATT48,20165,10628,89.734663153933,2.0820443630218506,2.0820720195770264,400,100,0.1,0.8,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807287.228125,ATT48,19770,10628,86.0180654873918,2.0910484790802,2.091076135635376,400,100,0.1,0.8,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807289.323791,ATT48,16351,10628,53.84832517877305,2.0956315994262695,2.09566068649292,400,100,0.1,1.0,5,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807291.4108562,ATT48,14624,10628,37.59879563417388,2.0870299339294434,2.087059497833252,400,100,0.1,1.0,5,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807293.5045006,ATT48,15824,10628,48.88972525404592,2.0936086177825928,2.0936386585235596,400,100,0.1,1.0,5,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807295.6003656,ATT48,17354,10628,63.28566051938276,2.0958304405212402,2.0958595275878906,400,100,0.1,1.0,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807297.6988695,ATT48,15540,10628,46.21753857734287,2.0984690189361572,2.0984983444213867,400,100,0.1,1.0,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807299.7976723,ATT48,14681,10628,38.1351147911178,2.098768472671509,2.098796844482422,400,100,0.1,1.0,5,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807301.8970416,ATT48,15738,10628,48.08054196462175,2.0993330478668213,2.0993635654449463,400,100,0.1,1.0,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807303.993701,ATT48,14454,10628,35.999247271358676,2.096625804901123,2.0966532230377197,400,100,0.1,1.0,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807306.094468,ATT48,18370,10628,72.84531426420774,2.1007323265075684,2.100761651992798,400,100,0.1,1.0,5,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807308.2732246,ATT48,19568,10628,84.11742566804666,2.178720474243164,2.17875075340271,400,100,0.1,1.0,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807310.4273808,ATT48,22102,10628,107.96010538200977,2.154120683670044,2.1541502475738525,400,100,0.1,1.0,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807312.5931606,ATT48,20535,10628,93.21603312006022,2.1657445430755615,2.16577410697937,400,100,0.1,1.0,5,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807314.593981,ATT48,18053,10628,69.86262702295822,2.0007846355438232,2.000814199447632,400,100,0.02,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807316.5959678,ATT48,21362,10628,100.99736544975538,2.0019516944885254,2.0019798278808594,400,100,0.02,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807318.595634,ATT48,20577,10628,93.61121565675575,1.9996304512023926,1.999659776687622,400,100,0.02,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807320.5933402,ATT48,18554,10628,74.57659013925479,1.9976718425750732,1.9977006912231445,400,100,0.02,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807322.601107,ATT48,19430,10628,82.81896876176138,2.007734537124634,2.0077614784240723,400,100,0.02,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807324.605087,ATT48,19549,10628,83.93865261573202,2.0039477348327637,2.003974199295044,400,100,0.02,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807326.6157675,ATT48,20407,10628,92.01166729394053,2.0106468200683594,2.0106749534606934,400,100,0.02,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807328.6291633,ATT48,19448,10628,82.98833270605947,2.013361692428589,2.01339054107666,400,100,0.02,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807330.6447775,ATT48,19600,10628,84.41851712457658,2.015580654144287,2.0156090259552,400,100,0.02,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807332.6694448,ATT48,21139,10628,98.89913436206248,2.0246353149414062,2.0246620178222656,400,100,0.02,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807334.6981738,ATT48,22737,10628,113.9348889725254,2.028695583343506,2.0287230014801025,400,100,0.02,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807336.7300546,ATT48,18685,10628,75.80918328942417,2.0318496227264404,2.0318758487701416,400,100,0.02,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807338.7841134,ATT48,21902,10628,106.07828377869777,2.0540246963500977,2.0540528297424316,400,100,0.02,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807340.849425,ATT48,20549,10628,93.34776063229205,2.0652782917022705,2.065305471420288,400,100,0.02,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807342.922823,ATT48,20270,10628,90.72261949567181,2.073363780975342,2.073392391204834,400,100,0.02,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807344.989246,ATT48,18056,10628,69.8908543470079,2.0663888454437256,2.0664174556732178,400,100,0.02,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807347.0632648,ATT48,18946,10628,78.26496048174633,2.0739853382110596,2.0740132331848145,400,100,0.02,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807349.1425385,ATT48,20028,10628,88.44561535566429,2.079239845275879,2.0792689323425293,400,100,0.02,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807351.2144399,ATT48,19507,10628,83.54347007903651,2.071869373321533,2.0718960762023926,400,100,0.02,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807353.2893393,ATT48,18730,10628,76.23259315016936,2.0748651027679443,2.0748932361602783,400,100,0.02,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807355.3486927,ATT48,20090,10628,89.02898005269101,2.0593221187591553,2.0593481063842773,400,100,0.02,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807357.4431102,ATT48,19076,10628,79.48814452389912,2.0943856239318848,2.094411849975586,400,100,0.02,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807260.887828,ATT48,21435,10628,101.68423033496425,2.098644495010376,2.0986721515655518,400,100,0.02,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807262.9878106,ATT48,20087,10628,89.00075272864133,2.099951982498169,2.099977731704712,400,100,0.02,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807265.0122042,ATT48,18631,10628,75.30109145652992,2.0243635177612305,2.0243892669677734,400,100,0.05,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807267.0357776,ATT48,15800,10628,48.663906661648475,2.023542881011963,2.0235683917999268,400,100,0.05,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807269.0582972,ATT48,20471,10628,92.61385020700038,2.022486686706543,2.022514581680298,400,100,0.05,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807271.0804143,ATT48,18067,10628,69.99435453519006,2.022084951400757,2.0221123695373535,400,100,0.05,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807273.104881,ATT48,17028,10628,60.218291305984195,2.024437189102173,2.0244622230529785,400,100,0.05,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807275.1306708,ATT48,18230,10628,71.52803914188934,2.0257582664489746,2.025785446166992,400,100,0.05,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807277.158117,ATT48,18972,10628,78.50959729017688,2.0274159908294678,2.02744197845459,400,100,0.05,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807279.1898437,ATT48,17214,10628,61.96838539706436,2.0316948890686035,2.031721591949463,400,100,0.05,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807281.2211883,ATT48,16287,10628,53.24614226571322,2.0313127040863037,2.0313403606414795,400,100,0.05,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807283.2652416,ATT48,17367,10628,63.40797892359804,2.0440218448638916,2.04404878616333,400,100,0.05,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807285.3048944,ATT48,17511,10628,64.76289047798268,2.0396220684051514,2.0396480560302734,400,100,0.05,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807287.3434415,ATT48,15757,10628,48.25931501693639,2.038516044616699,2.0385422706604004,400,100,0.05,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807289.4196677,ATT48,16733,10628,57.442604441098986,2.0761947631835938,2.0762219429016113,400,100,0.05,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807291.504951,ATT48,17356,10628,63.304478735415884,2.0852527618408203,2.0852787494659424,400,100,0.05,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807293.586815,ATT48,19769,10628,86.00865637937524,2.0818331241607666,2.081859588623047,400,100,0.05,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807295.6709664,ATT48,17295,10628,62.73052314640572,2.0841193199157715,2.08414626121521,400,100,0.05,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807297.7558668,ATT48,15750,10628,48.193451260820474,2.084868907928467,2.0848960876464844,400,100,0.05,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807299.8434842,ATT48,18551,10628,74.54836281520511,2.087585687637329,2.0876128673553467,400,100,0.05,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807301.9370847,ATT48,16946,10628,59.44674444862626,2.0935685634613037,2.0935959815979004,400,100,0.05,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807304.0234158,ATT48,18071,10628,70.0319909672563,2.0863006114959717,2.0863265991210938,400,100,0.05,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807306.120219,ATT48,16043,10628,50.95031990967256,2.096773386001587,2.096798896789551,400,100,0.05,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807308.2288191,ATT48,20135,10628,89.4523899134362,2.108567714691162,2.108595609664917,400,100,0.05,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807310.3303723,ATT48,17438,10628,64.0760255927738,2.1015210151672363,2.101548671722412,400,100,0.05,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807312.4407125,ATT48,17938,10628,68.78057960105382,2.110307455062866,2.110334873199463,400,100,0.05,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807314.4721763,ATT48,16325,10628,53.603688370342496,2.0314321517944336,2.031459331512451,400,100,0.1,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807316.499228,ATT48,14947,10628,40.63793752352277,2.027021884918213,2.027047634124756,400,100,0.1,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807318.531615,ATT48,16450,10628,54.7798268724125,2.0323572158813477,2.0323827266693115,400,100,0.1,0.8,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807320.5611756,ATT48,18300,10628,72.18667670304855,2.0295300483703613,2.0295560359954834,400,100,0.1,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807322.5903573,ATT48,13189,10628,24.096725630410237,2.0291519165039062,2.029177665710449,400,100,0.1,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807324.6215115,ATT48,17249,10628,62.297704177643965,2.0311226844787598,2.0311496257781982,400,100,0.1,0.8,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807326.6581936,ATT48,16035,10628,50.87504704554008,2.036649703979492,2.036677598953247,400,100,0.1,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807328.692616,ATT48,16170,10628,52.14527662777569,2.034388303756714,2.0344161987304688,400,100,0.1,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807330.7247016,ATT48,16974,10628,59.71019947308995,2.0320534706115723,2.03208065032959,400,100,0.1,0.8,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807332.772011,ATT48,17268,10628,62.476477229958604,2.047279119491577,2.047305107116699,400,100,0.1,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807334.8198667,ATT48,18171,10628,70.97290176891231,2.047823905944824,2.0478515625,400,100,0.1,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807336.86737,ATT48,18187,10628,71.12344749717727,2.047473192214966,2.047498941421509,400,100,0.1,0.8,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807338.9490235,ATT48,17929,10628,68.69589762890477,2.0816233158111572,2.081648826599121,400,100,0.1,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807341.0331478,ATT48,16895,10628,58.96687993978171,2.084092617034912,2.084120035171509,400,100,0.1,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807343.1137366,ATT48,18117,10628,70.46480993601807,2.080557107925415,2.0805842876434326,400,100,0.1,1.0,10,Rank Selection,rank_size,40,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807345.2007194,ATT48,17848,10628,67.93375987956341,2.086949348449707,2.0869781970977783,400,100,0.1,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807347.2887034,ATT48,13254,10628,24.708317651486638,2.0879523754119873,2.087979793548584,400,100,0.1,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807349.375673,ATT48,16324,10628,53.59427926232593,2.0869381427764893,2.086965560913086,400,100,0.1,1.0,10,Rank Selection,rank_size,60,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807351.4674578,ATT48,14858,10628,39.80052691004893,2.0917532444000244,2.091780424118042,400,100,0.1,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807353.5550902,ATT48,18239,10628,71.6127211140384,2.0876026153564453,2.0876283645629883,400,100,0.1,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807355.6464512,ATT48,15897,10628,49.5765901392548,2.0913310050964355,2.0913567543029785,400,100,0.1,1.0,10,Rank Selection,rank_size,80,Partially Mapped Crossover (PMX),Swap Mutation,2
1767807357.7599697,ATT48,16165,10628,52.098231087692895,2.1134865283966064,2.1135141849517822,400,100,0.1,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,0
1767807359.874073,ATT48,17305,10628,62.82461422657132,2.1140706539154053,2.11409854888916,400,100,0.1,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,1
1767807361.98699,ATT48,16911,10628,59.117425668046664,2.1128854751586914,2.112912654876709,400,100,0.1,1.0,10,Rank Selection,rank_size,100,Partially Mapped Crossover (PMX),Swap Mutation,2
1767806990.283725,ATT48,12527,10628,17.867896123447498,9.229077100753784,9.229151010513306,600,300,0.05,0.8,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,0
1767806999.475918,ATT48,12215,10628,14.932254422280769,9.192108631134033,9.192187786102295,600,300,0.05,0.8,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,1
1767807008.7230144,ATT48,13045,10628,22.741814076025594,9.247016906738281,9.247090578079224,600,300,0.05,0.8,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,2
1767807017.95762,ATT48,11571,10628,8.872788859616108,9.23452639579773,9.234599828720093,600,300,0.05,0.8,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,0
1767807027.1643836,ATT48,12224,10628,15.016936394429809,9.206678867340088,9.206757307052612,600,300,0.05,0.8,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,1
1767807036.356496,ATT48,12935,10628,21.70681219420399,9.192028045654297,9.192106485366821,600,300,0.05,0.8,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,2
1767807045.8432832,ATT48,12110,10628,13.944298080541964,9.486698389053345,9.486780881881714,600,300,0.05,1.0,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,0
1767807055.3157067,ATT48,12647,10628,18.996989085434702,9.472343444824219,9.47241735458374,600,300,0.05,1.0,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,1
1767807064.7971468,ATT48,14308,10628,34.62551750094091,9.481355428695679,9.481433868408203,600,300,0.05,1.0,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,2
1767807074.3006947,ATT48,11585,10628,9.004516371847949,9.503466606140137,9.503541231155396,600,300,0.05,1.0,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,0
1767807083.8001084,ATT48,12361,10628,16.305984192698535,9.499328851699829,9.499407529830933,600,300,0.05,1.0,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,1
1767807093.2676384,ATT48,12547,10628,18.0560782837787,9.467443466186523,9.467523336410522,600,300,0.05,1.0,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,2
1767807102.7304804,ATT48,11344,10628,6.736921339856981,9.462757110595703,9.462836027145386,600,300,0.05,1.0,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,0
1767807112.1948504,ATT48,12442,10628,17.068121942039895,9.464290857315063,9.464364528656006,600,300,0.05,1.0,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,1
1767807121.6473324,ATT48,12262,10628,15.37448249905909,9.452395915985107,9.452475547790527,600,300,0.05,1.0,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,2
1767807131.1645205,ATT48,11842,10628,11.422657132103877,9.51710319519043,9.517182111740112,600,300,0.05,1.0,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,0
1767807140.6790223,ATT48,12075,10628,13.614979299962362,9.514422178268433,9.514496088027954,600,300,0.05,1.0,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,1
1767807150.1339667,ATT48,12495,10628,17.566804666917577,9.454864263534546,9.454938173294067,600,300,0.05,1.0,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,2
1767807159.3785596,ATT48,14353,10628,35.04892736168611,9.244511842727661,9.244585990905762,600,300,0.1,0.8,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,0
1767807168.6361928,ATT48,14409,10628,35.575837410613474,9.257553815841675,9.257627725601196,600,300,0.1,0.8,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,1
1767807177.8942146,ATT48,13424,10628,26.307866014301844,9.257941007614136,9.258015632629395,600,300,0.1,0.8,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,2
1767807187.1684391,ATT48,16557,10628,55.786601430184426,9.274139642715454,9.274218559265137,600,300,0.1,0.8,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,0
1767807196.4456584,ATT48,16323,10628,53.58487015430937,9.277135133743286,9.27721381187439,600,300,0.1,0.8,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,1
1767807205.7224572,ATT48,12497,10628,17.585622882950698,9.276718378067017,9.276792287826538,600,300,0.1,0.8,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,2
1767807214.950625,ATT48,12908,10628,21.45276627775687,9.22808575630188,9.228161096572876,600,300,0.1,0.8,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,0
1767807224.2096794,ATT48,13708,10628,28.980052691004893,9.258969783782959,9.259048700332642,600,300,0.1,0.8,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,1
1767807233.4770846,ATT48,12378,10628,16.465939028980053,9.267324447631836,9.267398834228516,600,300,0.1,0.8,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,2
1767807242.2854903,ATT48,12076,10628,13.624388407978923,8.808350324630737,8.808399200439453,600,300,0.1,0.8,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,0
1767807247.54167,ATT48,12819,10628,20.615355664283026,5.2561259269714355,5.25617527961731,600,300,0.1,0.8,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,1
1767807252.78337,ATT48,14281,10628,34.37147158449379,5.24164605140686,5.241694688796997,600,300,0.1,0.8,10,Rank Selection,rank_size,100,Order Crossover (OX),Scramble Mutation,2
1767807258.3014574,ATT48,14086,10628,32.53669552126458,5.518034934997559,5.518082857131958,600,300,0.1,1.0,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,0
1767807263.6977916,ATT48,12469,10628,17.322167858487013,5.396280288696289,5.396329402923584,600,300,0.1,1.0,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,1
1767807269.224973,ATT48,13905,10628,30.83364697026722,5.527114629745483,5.52717661857605,600,300,0.1,1.0,10,Rank Selection,rank_size,40,Order Crossover (OX),Scramble Mutation,2
1767807274.6246107,ATT48,13249,10628,24.66127211140384,5.399584531784058,5.399632215499878,600,300,0.1,1.0,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,0
1767807280.0465434,ATT48,12716,10628,19.646217538577343,5.421878814697266,5.42192816734314,600,300,0.1,1.0,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,1
1767807285.4293718,ATT48,12580,10628,18.36657884832518,5.38277530670166,5.382823467254639,600,300,0.1,1.0,10,Rank Selection,rank_size,60,Order Crossover (OX),Scramble Mutation,2
1767807290.8469324,ATT48,12162,10628,14.433571697403085,5.417507648468018,5.417556047439575,600,300,0.1,1.0,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,0
1767807296.278772,ATT48,12067,10628,13.539706435829885,5.431786775588989,5.431834697723389,600,300,0.1,1.0,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,1
1767807301.6976266,ATT48,11883,10628,11.808430560782837,5.418799877166748,5.41884970664978,600,300,0.1,1.0,10,Rank Selection,rank_size,80,Order Crossover (OX),Scramble Mutation,2
